date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,sym_state,exp_num,exp_subrun,stand_beetag,peg_beetag,exp_1_beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,temp,PAM_avg_day1,PAM_avg_day11,PAM_delta,pam_percent_change,log_PAM_delta,treat_ID_full,treat_ID_collapsed_controls,treat_ID_without_sym,N_species,N_dose,N_species_dose,control_or_nutrient,temp,food,sym_state,food_sym_state
06_29_22,06_30_22,181,C,181C,124,4,APO,1,B,B25,G44,B25G44,1B,B25G44_exp1B,181,36,30,0.157,0.253,0.096,0.611464968,-2.343407088,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,06_30_22,187,I,187I,128,14,APO,1,B,B25,G45,B25G45,1B,B25G45_exp1B,187,36,30,0.111,0.458,0.347,3.126126126,-1.058430499,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,07_01_22,198,F,198F,133,14,APO,2,A,B29,G64,B29G64,2A,B29G64_exp2A,198,72,30,0.49,0.523,0.033,0.067346939,-3.411247718,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,,237,A,237A,154,3,APO,3,A,B29,G64,B29G64,3A,B29G64_exp3A,237,136,30,0.399,0.467,0.068,0.170426065,-2.688247574,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,07_07_22,221,B,221B,145,1,APO,2,A,B29,G65,B29G65,2A,B29G65_exp2A,221,72,30,0.357,0.347,-0.01,-0.028011204,-4.605170186,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,08_02_22,237,AN,237AN,156,10,APO,3,A,B29,G65,B29G65,3A,B29G65_exp3A,237,136,30,0.369,0.433,0.064,0.173441734,-2.748872196,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,07_07_22,233,K,233K,151,15,APO,2,A,B29,G67,B29G67,2A,B29G67_exp2A,233,72,30,0.422,0.431,0.009,0.021327014,-4.710530702,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,08_03_22,238,E,238E,158,15,APO,3,A,B29,G67,B29G67,3A,B29G67_exp3A,238,136,30,0.462,0.339,-0.123,-0.266233766,-2.095570924,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_22_22,06_24_22,155,I,155I,106,12,APO,1,A,B33,G90,B33G90,1A,B33G90_exp1A,155,7,30,0.333,0.38,0.047,0.141141141,-3.057607677,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_22_22,06_24_22,154,D,154D,105,15,APO,1,A,B33,G92,B33G92,1A,B33G92_exp1A,154,7,30,0.224,0.166,-0.058,-0.258928571,-2.847312268,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,07_07_22,224,D,224D,146,9,APO,2,B,B34,G100,B34G100,2B,B34G100_exp2B,224,104,30,0.517,0.622,0.105,0.203094778,-2.253794929,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,06_30_22,178,G,178G,123,4,APO,2,B,B34,G97,B34G97,2B,B34G97_exp2B,178,104,30,0.337,0.423,0.086,0.255192878,-2.453407983,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,08_03_22,243,M,243M,167,9,SYM,3,B,W3,O20,W3O20,3B,W3O20_exp3B,243,188,30,0.561,0.592,0.031,0.055258467,-3.473768074,A_0_30_S_A,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,242,O,242O,165,12,APO,3,B,W4,O21,W4O21,3B,W4O21_exp3B,242,189,30,0.483,0.614,0.131,0.271221532,-2.032557956,A_0_30_S_A,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
06_29_22,06_30_22,167,V,167V,114,13,SYM,1,B,B25,G46,B25G46,1B,B25G46_exp1B,167,36,30,0.274,0.414,0.14,0.510948905,-1.966112856,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,06_30_22,182,I,182I,124,16,SYM,1,B,B25,G47,B25G47,1B,B25G47_exp1B,182,36,30,0.239,0.144,-0.095,-0.39748954,-2.353878387,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_01_22,205,C,205C,136,7,SYM,2,A,B29,G70,B29G70,2A,B29G70_exp2A,205,72,30,0.452,0.019,-0.433,-0.957964602,-0.837017551,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,240,L,240L,162,6,SYM,3,A,B29,G70,B29G70,3A,B29G70_exp3A,240,136,30,0.502,0.455,-0.047,-0.093625498,-3.057607677,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,222,F,222F,145,8,SYM,2,A,B29,G71,B29G71,2A,B29G71_exp2A,222,72,30,0.482,0.5,0.018,0.037344398,-4.017383521,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,08_03_22,241,X,241X,164,10,SYM,3,A,B29,G71,B29G71,3A,B29G71_exp3A,241,136,30,0.569,0.546,-0.023,-0.040421793,-3.772261063,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_23_22,144,M,144M,99,5,SYM,1,A,B33,G93,B33G93,1A,B33G93_exp1A,144,7,30,0.337,0.264,-0.073,-0.216617211,-2.617295838,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_24_22,153,G,153G,104,11,SYM,1,A,B33,G94,B33G94,1A,B33G94_exp1A,153,7,30,0.434,0.53,0.096,0.221198157,-2.343407088,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_22_22,06_24_22,157,I,157I,107,9,SYM,1,A,B33,G95,B33G95,1A,B33G95_exp1A,157,7,30,0.347,0.571,0.224,0.645533141,-1.496109227,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_01_22,198,M,198M,134,5,SYM,2,B,B34,G3106,B34G3106,2B,B34G3106_exp2B,198,104,30,0.533,0.545,0.012,0.022514071,-4.422848629,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,217,G,217G,143,14,SYM,2,B,B34,G3310,B34G3310,2B,B34G3310_exp2B,217,104,30,0.542,0.5,-0.042,-0.077490775,-3.170085661,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
06_29_22,07_07_22,233,R,233R,152,6,SYM,2,B,B34,G3409,B34G3409,2B,B34G3409_exp2B,233,104,30,0.545,0.496,-0.049,-0.089908257,-3.015934981,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_05_22,250,H,250H,171,14,APO,3,B,W4,O22,W4O22,3B,W4O22_exp3B,250,189,30,0.437,0.451,0.014,0.032036613,-4.268697949,A_0_30_S_S,CNTRL_0_30_S_A,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,A,S_A
08_01_22,8_05_22,245,F,245F,169,1,SYM,3,B,W4,O23,W4O23,3B,W4O23_exp3B,245,189,30,0.046,0.449,0.403,8.760869565,-0.908818717,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_06_22,255,C,255C,176,15,SYM,3,B,W4,O24,W4O24,3B,W4O24_exp3B,255,189,30,0.031,0.515,0.484,15.61290323,-0.725670372,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
08_01_22,8_05_22,252,C,252C,173,4,SYM,3,B,W4,O25,W4O25,3B,W4O25_exp3B,252,189,30,0.467,0.57,0.103,0.220556745,-2.273026291,A_0_30_S_S,CNTRL_0_30_S_S,CNTRL_0_30_S,CNTRL,0,CNTRL_0,Control,30,S,S,S_S
