"","date_coll","date_frag","col_num","frag_letter","col_frag_num","tile_num","tile_position","stand_beetag","peg_beetag","exp_beetag","exp_num","exp_subrun","beetag_exprun","exp_startdate","N_species","N_dose","temp","food","sym_state","treat_ID","N_species_dose","PES_day","PES_value"
"395","06_29_22","07_07_22",225,"D","225D",146,15,"R20","W88","R20W88",2,"B","R20W88_exp2B","8_9_22","A",10,30,"S","A","A_10_30_S_A","A_10",6,1
"396","06_29_22","07_07_22",225,"D","225D",146,15,"R20","W88","R20W88",2,"B","R20W88_exp2B","8_9_22","A",10,30,"S","A","A_10_30_S_A","A_10",10,2
"397","08_01_22","08_02_22",237,"BR","237BR",158,8,"R17","W83","R17W83",3,"A","R17W83_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",2,2
"398","08_01_22","08_02_22",237,"BR","237BR",158,8,"R17","W83","R17W83",3,"A","R17W83_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",6,1
"399","08_01_22","08_02_22",237,"BR","237BR",158,8,"R17","W83","R17W83",3,"A","R17W83_exp3A","08_21_22","A",10,30,"F","A","A_10_30_F_A","A_10",10,2
"400","08_01_22","8_05_22",247,"B","247B",169,14,"W17","O79","W17O79",3,"B","W17O79_exp3B","08_25_22","A",10,30,"F","A","A_10_30_F_A","A_10",2,3
"401","08_01_22","8_05_22",247,"B","247B",169,14,"W17","O79","W17O79",3,"B","W17O79_exp3B","08_25_22","A",10,30,"F","A","A_10_30_F_A","A_10",6,1
"402","08_01_22","8_05_22",247,"B","247B",169,14,"W17","O79","W17O79",3,"B","W17O79_exp3B","08_25_22","A",10,30,"F","A","A_10_30_F_A","A_10",10,2
"403","06_22_22","06_24_22",157,"A","157A",107,1,"G37","Y30","G37Y30",1,"A","G37Y30_exp1A","7_15_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,3
"404","06_22_22","06_24_22",157,"A","157A",107,1,"G37","Y30","G37Y30",1,"A","G37Y30_exp1A","7_15_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"405","06_22_22","06_24_22",157,"A","157A",107,1,"G37","Y30","G37Y30",1,"A","G37Y30_exp1A","7_15_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,2
"406","06_22_22","06_23_22",145,"A","145A",99,7,"G37","Y31","G37Y31",1,"A","G37Y31_exp1A","7_15_22","A",5,30,"S","S","A_5_30_S_S","A_5",2,3
"407","06_22_22","06_23_22",145,"A","145A",99,7,"G37","Y31","G37Y31",1,"A","G37Y31_exp1A","7_15_22","A",5,30,"S","S","A_5_30_S_S","A_5",6,1
"408","06_22_22","06_23_22",145,"A","145A",99,7,"G37","Y31","G37Y31",1,"A","G37Y31_exp1A","7_15_22","A",5,30,"S","S","A_5_30_S_S","A_5",10,2
"409","06_29_22","07_07_22",220,"H","220H",144,14,"G35","Y24","G35Y24",2,"A","G35Y24_exp2A","8_4_22","A",5,30,"F","S","A_5_30_F_S","A_5",2,1
"410","06_29_22","07_07_22",220,"H","220H",144,14,"G35","Y24","G35Y24",2,"A","G35Y24_exp2A","8_4_22","A",5,30,"F","S","A_5_30_F_S","A_5",6,1
"411","06_29_22","07_07_22",220,"H","220H",144,14,"G35","Y24","G35Y24",2,"A","G35Y24_exp2A","8_4_22","A",5,30,"F","S","A_5_30_F_S","A_5",10,2
"412","06_29_22","07_01_22",201,"C","201C",135,2,"G32","Y92","G32Y92",2,"A","G32Y92_exp2A","8_4_22","A",5,20,"S","S","A_5_20_S_S","A_5",2,3
"413","06_29_22","07_01_22",201,"C","201C",135,2,"G32","Y92","G32Y92",2,"A","G32Y92_exp2A","8_4_22","A",5,20,"S","S","A_5_20_S_S","A_5",6,1
"414","06_29_22","07_01_22",201,"C","201C",135,2,"G32","Y92","G32Y92",2,"A","G32Y92_exp2A","8_4_22","A",5,20,"S","S","A_5_20_S_S","A_5",10,2
"415","06_29_22","07_01_22",198,"J","198J",134,2,"G38","Y34","G38Y34",2,"A","G38Y34_exp2A","8_4_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,3
"416","06_29_22","07_01_22",198,"J","198J",134,2,"G38","Y34","G38Y34",2,"A","G38Y34_exp2A","8_4_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"417","06_29_22","07_01_22",198,"J","198J",134,2,"G38","Y34","G38Y34",2,"A","G38Y34_exp2A","8_4_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,2
"418","06_29_22","07_05_22",211,"D","211D",141,2,"G36","Y27","G36Y27",2,"B","G36Y27_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",2,1
"419","06_29_22","07_05_22",211,"D","211D",141,2,"G36","Y27","G36Y27",2,"B","G36Y27_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",6,1
"420","06_29_22","07_05_22",211,"D","211D",141,2,"G36","Y27","G36Y27",2,"B","G36Y27_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",10,2
"421","06_29_22","06_30_22",171,"K","171K",118,16,"G36","Y28","G36Y28",2,"B","G36Y28_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",2,1
"422","06_29_22","06_30_22",171,"K","171K",118,16,"G36","Y28","G36Y28",2,"B","G36Y28_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",6,1
"423","06_29_22","06_30_22",171,"K","171K",118,16,"G36","Y28","G36Y28",2,"B","G36Y28_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",10,2
"424","06_29_22","07_05_22",211,"J","211J",141,8,"G29","Y73","G29Y73",2,"B","G29Y73_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",2,1
"425","06_29_22","07_05_22",211,"J","211J",141,8,"G29","Y73","G29Y73",2,"B","G29Y73_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",6,1
"426","06_29_22","07_05_22",211,"J","211J",141,8,"G29","Y73","G29Y73",2,"B","G29Y73_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",10,2
"427","06_29_22","06_30_22",191,"E","191E",129,15,"G36","Y26","G36Y26",2,"B","G36Y26_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",2,2
"428","06_29_22","06_30_22",191,"E","191E",129,15,"G36","Y26","G36Y26",2,"B","G36Y26_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",6,1
"429","06_29_22","06_30_22",191,"E","191E",129,15,"G36","Y26","G36Y26",2,"B","G36Y26_exp2B","8_9_22","A",5,20,"F","S","A_5_20_F_S","A_5",10,2
"430","06_29_22","07_07_22",228,"A","228A",148,16,"G29","Y74","G29Y74",2,"B","G29Y74_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",2,2
"431","06_29_22","07_07_22",228,"A","228A",148,16,"G29","Y74","G29Y74",2,"B","G29Y74_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",6,1
"432","06_29_22","07_07_22",228,"A","228A",148,16,"G29","Y74","G29Y74",2,"B","G29Y74_exp2B","8_9_22","A",5,30,"F","S","A_5_30_F_S","A_5",10,2
"433","06_29_22","07_07_22",225,"A","225A",146,12,"G31","Y82","G31Y82",2,"B","G31Y82_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",2,2
"434","06_29_22","07_07_22",225,"A","225A",146,12,"G31","Y82","G31Y82",2,"B","G31Y82_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",6,1
"435","06_29_22","07_07_22",225,"A","225A",146,12,"G31","Y82","G31Y82",2,"B","G31Y82_exp2B","8_9_22","A",5,30,"S","A","A_5_30_S_A","A_5",10,2
"436","08_01_22","08_03_22",240,"M","240M",162,7,"G38","Y37","G38Y37",3,"A","G38Y37_exp3A","08_21_22","A",5,30,"S","S","A_5_30_S_S","A_5",2,2
"437","08_01_22","08_03_22",240,"M","240M",162,7,"G38","Y37","G38Y37",3,"A","G38Y37_exp3A","08_21_22","A",5,30,"S","S","A_5_30_S_S","A_5",6,1
"438","08_01_22","08_03_22",240,"M","240M",162,7,"G38","Y37","G38Y37",3,"A","G38Y37_exp3A","08_21_22","A",5,30,"S","S","A_5_30_S_S","A_5",10,2
"439","08_01_22","8_05_22",244,"O","244O",168,10,"O10","G15","O10G15",3,"B","O10G15_exp3B","08_25_22","A",5,20,"F","A","A_5_20_F_A","A_5",2,3
"440","08_01_22","8_05_22",244,"O","244O",168,10,"O10","G15","O10G15",3,"B","O10G15_exp3B","08_25_22","A",5,20,"F","A","A_5_20_F_A","A_5",6,1
"441","08_01_22","8_05_22",244,"O","244O",168,10,"O10","G15","O10G15",3,"B","O10G15_exp3B","08_25_22","A",5,20,"F","A","A_5_20_F_A","A_5",10,2
"442","08_01_22","8_05_22",245,"G","245G",169,2,"W10","O43","W10O43",3,"B","W10O43_exp3B","08_25_22","A",5,30,"S","S","A_5_30_S_S","A_5",2,1
"443","08_01_22","8_05_22",245,"G","245G",169,2,"W10","O43","W10O43",3,"B","W10O43_exp3B","08_25_22","A",5,30,"S","S","A_5_30_S_S","A_5",6,1
"444","08_01_22","8_05_22",245,"G","245G",169,2,"W10","O43","W10O43",3,"B","W10O43_exp3B","08_25_22","A",5,30,"S","S","A_5_30_S_S","A_5",10,2
"445","06_22_22","06_24_22",152,"J","152J",103,11,"Y11","B58","Y11B58",1,"A","Y11B58_exp1A","7_15_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",2,1
"446","06_22_22","06_24_22",152,"J","152J",103,11,"Y11","B58","Y11B58",1,"A","Y11B58_exp1A","7_15_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",6,1
"447","06_22_22","06_24_22",152,"J","152J",103,11,"Y11","B58","Y11B58",1,"A","Y11B58_exp1A","7_15_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",10,2
"448","06_29_22","06_30_22",178,"K","178K",123,8,"Y3","B26","Y3B26",1,"B","Y3B26_exp1B","7_17_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",2,2
"449","06_29_22","06_30_22",178,"K","178K",123,8,"Y3","B26","Y3B26",1,"B","Y3B26_exp1B","7_17_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",6,1
"450","06_29_22","06_30_22",178,"K","178K",123,8,"Y3","B26","Y3B26",1,"B","Y3B26_exp1B","7_17_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",10,2
"451","06_29_22","07_01_22",201,"J","201J",135,9,"Y8","B48","Y8B48",2,"A","Y8B48_exp2A","8_4_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",2,2
"452","06_29_22","07_01_22",201,"J","201J",135,9,"Y8","B48","Y8B48",2,"A","Y8B48_exp2A","8_4_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",6,1
"453","06_29_22","07_01_22",201,"J","201J",135,9,"Y8","B48","Y8B48",2,"A","Y8B48_exp2A","8_4_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",10,2
"454","06_29_22","07_07_22",220,"D","220D",144,10,"Y7","B44","Y7B44",2,"A","Y7B44_exp2A","8_4_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",2,4
"455","06_29_22","07_07_22",220,"D","220D",144,10,"Y7","B44","Y7B44",2,"A","Y7B44_exp2A","8_4_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",6,1
"456","06_29_22","07_07_22",220,"D","220D",144,10,"Y7","B44","Y7B44",2,"A","Y7B44_exp2A","8_4_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",10,2
"457","06_29_22","07_01_22",197,"E","197E",133,5,"Y11","B57","Y11B57",2,"B","Y11B57_exp2B","8_9_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",2,2
"458","06_29_22","07_01_22",197,"E","197E",133,5,"Y11","B57","Y11B57",2,"B","Y11B57_exp2B","8_9_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",6,1
"459","06_29_22","07_01_22",197,"E","197E",133,5,"Y11","B57","Y11B57",2,"B","Y11B57_exp2B","8_9_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",10,2
"460","06_29_22","07_07_22",216,"B","216B",143,7,"Y11","B56","Y11B56",2,"B","Y11B56_exp2B","8_9_22","A",7.5,20,"S","A","A_7.5_20_S_A","A_7.5",2,3
"461","06_29_22","07_07_22",216,"B","216B",143,7,"Y11","B56","Y11B56",2,"B","Y11B56_exp2B","8_9_22","A",7.5,20,"S","A","A_7.5_20_S_A","A_7.5",6,1
"462","06_29_22","07_07_22",216,"B","216B",143,7,"Y11","B56","Y11B56",2,"B","Y11B56_exp2B","8_9_22","A",7.5,20,"S","A","A_7.5_20_S_A","A_7.5",10,2
"463","08_01_22","08_03_22",241,"K","241K",163,13,"Y4","B34","Y4B34",3,"A","Y4B34_exp3A","08_21_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",2,2
"464","08_01_22","08_03_22",241,"K","241K",163,13,"Y4","B34","Y4B34",3,"A","Y4B34_exp3A","08_21_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",6,1
"465","08_01_22","08_03_22",241,"K","241K",163,13,"Y4","B34","Y4B34",3,"A","Y4B34_exp3A","08_21_22","A",7.5,20,"F","S","A_7.5_20_F_S","A_7.5",10,2
"466","06_22_30","07_31_30",235,"I","235I",153,9,"Y13","B70","Y13B70",3,"A","Y13B70_exp3A","08_21_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",2,2
"467","06_22_30","07_31_30",235,"I","235I",153,9,"Y13","B70","Y13B70",3,"A","Y13B70_exp3A","08_21_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",6,1
"468","06_22_30","07_31_30",235,"I","235I",153,9,"Y13","B70","Y13B70",3,"A","Y13B70_exp3A","08_21_22","A",7.5,30,"F","A","A_7.5_30_F_A","A_7.5",10,2
"469","08_01_22","8_05_22",249,"A","249A",170,15,"O15","Y23","O15Y23",3,"B","O15Y23_exp3B","08_25_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",2,2
"470","08_01_22","8_05_22",249,"A","249A",170,15,"O15","Y23","O15Y23",3,"B","O15Y23_exp3B","08_25_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",6,1
"471","08_01_22","8_05_22",249,"A","249A",170,15,"O15","Y23","O15Y23",3,"B","O15Y23_exp3B","08_25_22","A",7.5,20,"S","S","A_7.5_20_S_S","A_7.5",10,2
"472","06_22_22","06_24_22",151,"G","151G",102,13,"B30","G73","B30G73",1,"A","B30G73_exp1A","7_15_22","N",0,30,"S","A","N_0_30_S_A","N_0",2,2
"473","06_22_22","06_24_22",151,"G","151G",102,13,"B30","G73","B30G73",1,"A","B30G73_exp1A","7_15_22","N",0,30,"S","A","N_0_30_S_A","N_0",6,1
"474","06_22_22","06_24_22",151,"G","151G",102,13,"B30","G73","B30G73",1,"A","B30G73_exp1A","7_15_22","N",0,30,"S","A","N_0_30_S_A","N_0",10,2
"475","06_22_22","06_25_22",164,"E","164E",112,1,"B32","G87","B32G87",1,"B","B32G87_exp1B","7_17_22","N",0,30,"S","S","N_0_30_S_S","N_0",2,1
"476","06_22_22","06_25_22",164,"E","164E",112,1,"B32","G87","B32G87",1,"B","B32G87_exp1B","7_17_22","N",0,30,"S","S","N_0_30_S_S","N_0",6,1
"477","06_22_22","06_25_22",164,"E","164E",112,1,"B32","G87","B32G87",1,"B","B32G87_exp1B","7_17_22","N",0,30,"S","S","N_0_30_S_S","N_0",10,2
"478","06_29_22","07_05_22",208,"F","208F",139,6,"B26","G52","B26G52",2,"A","B26G52_exp2A","8_4_22","N",0,30,"S","S","N_0_30_S_S","N_0",2,1
"479","06_29_22","07_05_22",208,"F","208F",139,6,"B26","G52","B26G52",2,"A","B26G52_exp2A","8_4_22","N",0,30,"S","S","N_0_30_S_S","N_0",6,1
"480","06_29_22","07_05_22",208,"F","208F",139,6,"B26","G52","B26G52",2,"A","B26G52_exp2A","8_4_22","N",0,30,"S","S","N_0_30_S_S","N_0",10,2
"481","06_29_22","07_01_22",206,"E","206E",137,1,"B13","G13","B13G13",2,"A","B13G13_exp2A","8_4_22","N",0,20,"F","S","N_0_20_F_S","N_0",2,2
"482","06_29_22","07_01_22",206,"E","206E",137,1,"B13","G13","B13G13",2,"A","B13G13_exp2A","8_4_22","N",0,20,"F","S","N_0_20_F_S","N_0",6,1
"483","06_29_22","07_01_22",206,"E","206E",137,1,"B13","G13","B13G13",2,"A","B13G13_exp2A","8_4_22","N",0,20,"F","S","N_0_20_F_S","N_0",10,2
"484","06_29_22","07_07_22",223,"H","223H",146,2,"B31","G82","B31G82",2,"B","B31G82_exp2B","8_9_22","N",0,30,"F","S","N_0_30_F_S","N_0",2,3
"485","06_29_22","07_07_22",223,"H","223H",146,2,"B31","G82","B31G82",2,"B","B31G82_exp2B","8_9_22","N",0,30,"F","S","N_0_30_F_S","N_0",6,1
"486","06_29_22","07_07_22",223,"H","223H",146,2,"B31","G82","B31G82",2,"B","B31G82_exp2B","8_9_22","N",0,30,"F","S","N_0_30_F_S","N_0",10,2
"487","06_22_22","06_25_22",166,"M","166M",113,7,"G24","Y40","G24Y40",1,"B","G24Y40_exp1B","7_17_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",2,2
"488","06_22_22","06_25_22",166,"M","166M",113,7,"G24","Y40","G24Y40",1,"B","G24Y40_exp1B","7_17_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",6,1
"489","06_22_22","06_25_22",166,"M","166M",113,7,"G24","Y40","G24Y40",1,"B","G24Y40_exp1B","7_17_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",10,2
"490","06_22_22","06_25_22",165,"A","165A",112,4,"G24","Y43","G24Y43",1,"B","G24Y43_exp1B","7_17_22","N",1.5,30,"S","S","N_1.5_30_S_S","N_1.5",2,1
"491","06_22_22","06_25_22",165,"A","165A",112,4,"G24","Y43","G24Y43",1,"B","G24Y43_exp1B","7_17_22","N",1.5,30,"S","S","N_1.5_30_S_S","N_1.5",6,1
"492","06_22_22","06_25_22",165,"A","165A",112,4,"G24","Y43","G24Y43",1,"B","G24Y43_exp1B","7_17_22","N",1.5,30,"S","S","N_1.5_30_S_S","N_1.5",10,2
"493","06_29_22","07_07_22",230,"D","230D",150,3,"G34","Y5","G34Y5",2,"A","G34Y5_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",2,2
"494","06_29_22","07_07_22",230,"D","230D",150,3,"G34","Y5","G34Y5",2,"A","G34Y5_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",6,1
"495","06_29_22","07_07_22",230,"D","230D",150,3,"G34","Y5","G34Y5",2,"A","G34Y5_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",10,2
"496","06_29_22","07_01_22",206,"L","206L",137,8,"G33","Y1","G33Y1",2,"A","G33Y1_exp2A","8_4_22","N",1.5,30,"F","S","N_1.5_30_F_S","N_1.5",2,3
"497","06_29_22","07_01_22",206,"L","206L",137,8,"G33","Y1","G33Y1",2,"A","G33Y1_exp2A","8_4_22","N",1.5,30,"F","S","N_1.5_30_F_S","N_1.5",6,1
"498","06_29_22","07_01_22",206,"L","206L",137,8,"G33","Y1","G33Y1",2,"A","G33Y1_exp2A","8_4_22","N",1.5,30,"F","S","N_1.5_30_F_S","N_1.5",10,2
"499","06_29_22","07_01_22",207,"A","207A",137,9,"G34","Y4","G34Y4",2,"A","G34Y4_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",2,3
"500","06_29_22","07_01_22",207,"A","207A",137,9,"G34","Y4","G34Y4",2,"A","G34Y4_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",6,1
"501","06_29_22","07_01_22",207,"A","207A",137,9,"G34","Y4","G34Y4",2,"A","G34Y4_exp2A","8_4_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",10,2
"502","06_29_22","06_30_22",167,"AA","167AA",115,2,"G26","Y50","G26Y50",2,"B","G26Y50_exp2B","8_9_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",2,3
"503","06_29_22","06_30_22",167,"AA","167AA",115,2,"G26","Y50","G26Y50",2,"B","G26Y50_exp2B","8_9_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",6,1
"504","06_29_22","06_30_22",167,"AA","167AA",115,2,"G26","Y50","G26Y50",2,"B","G26Y50_exp2B","8_9_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",10,2
"505","06_29_22","07_05_22",208,"B","208B",139,2,"G27","Y58","G27Y58",2,"B","G27Y58_exp2B","8_9_22","N",1.5,20,"S","S","N_1.5_20_S_S","N_1.5",2,5
"506","06_29_22","07_05_22",208,"B","208B",139,2,"G27","Y58","G27Y58",2,"B","G27Y58_exp2B","8_9_22","N",1.5,20,"S","S","N_1.5_20_S_S","N_1.5",6,1
"507","06_29_22","07_05_22",208,"B","208B",139,2,"G27","Y58","G27Y58",2,"B","G27Y58_exp2B","8_9_22","N",1.5,20,"S","S","N_1.5_20_S_S","N_1.5",10,2
"508","06_29_22","07_07_22",230,"A","230A",149,16,"G34","Y3","G34Y3",3,"A","G34Y3_exp3A","08_21_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",2,1
"509","06_29_22","07_07_22",230,"A","230A",149,16,"G34","Y3","G34Y3",3,"A","G34Y3_exp3A","08_21_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",6,1
"510","06_29_22","07_07_22",230,"A","230A",149,16,"G34","Y3","G34Y3",3,"A","G34Y3_exp3A","08_21_22","N",1.5,30,"S","A","N_1.5_30_S_A","N_1.5",10,2
"511","08_01_22","08_03_22",242,"AB","242AB",166,9,"W5","O30","W5O30",3,"B","W5O30_exp3B","08_25_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",2,1
"512","08_01_22","08_03_22",242,"AB","242AB",166,9,"W5","O30","W5O30",3,"B","W5O30_exp3B","08_25_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",6,1
"513","08_01_22","08_03_22",242,"AB","242AB",166,9,"W5","O30","W5O30",3,"B","W5O30_exp3B","08_25_22","N",1.5,30,"F","A","N_1.5_30_F_A","N_1.5",10,2
"514","06_22_22","06_24_22",151,"J","151J",102,16,"R6","W29","R6W29",1,"A","R6W29_exp1A","7_15_22","N",18,30,"S","A","N_18_30_S_A","N_18",2,1
"515","06_22_22","06_24_22",151,"J","151J",102,16,"R6","W29","R6W29",1,"A","R6W29_exp1A","7_15_22","N",18,30,"S","A","N_18_30_S_A","N_18",6,1
"516","06_22_22","06_24_22",151,"J","151J",102,16,"R6","W29","R6W29",1,"A","R6W29_exp1A","7_15_22","N",18,30,"S","A","N_18_30_S_A","N_18",10,2
"517","06_29_22","06_30_22",169,"O","169O",117,3,"R10","W46","R10W46",1,"B","R10W46_exp1B","7_17_22","N",18,20,"F","A","N_18_20_F_A","N_18",2,1
"518","06_29_22","06_30_22",169,"O","169O",117,3,"R10","W46","R10W46",1,"B","R10W46_exp1B","7_17_22","N",18,20,"F","A","N_18_20_F_A","N_18",6,1
"519","06_29_22","06_30_22",169,"O","169O",117,3,"R10","W46","R10W46",1,"B","R10W46_exp1B","7_17_22","N",18,20,"F","A","N_18_20_F_A","N_18",10,2
"520","06_29_22","07_05_22",208,"E","208E",139,5,"R10","W49","R10W49",2,"A","R10W49_exp2A","8_4_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,1
"521","06_29_22","07_05_22",208,"E","208E",139,5,"R10","W49","R10W49",2,"A","R10W49_exp2A","8_4_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,1
"522","06_29_22","07_05_22",208,"E","208E",139,5,"R10","W49","R10W49",2,"A","R10W49_exp2A","8_4_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,2
"523","06_29_22","07_07_22",228,"F","228F",149,5,"R14","W72","R14W72",2,"A","R14W72_exp2A","8_4_22","N",18,30,"F","A","N_18_30_F_A","N_18",2,4
"524","06_29_22","07_07_22",228,"F","228F",149,5,"R14","W72","R14W72",2,"A","R14W72_exp2A","8_4_22","N",18,30,"F","A","N_18_30_F_A","N_18",6,1
"525","06_29_22","07_07_22",228,"F","228F",149,5,"R14","W72","R14W72",2,"A","R14W72_exp2A","8_4_22","N",18,30,"F","A","N_18_30_F_A","N_18",10,2
"526","06_29_22","06_30_22",170,"A","170A",117,4,"R4","W14","R4W14",2,"B","R4W14_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",2,1
"527","06_29_22","06_30_22",170,"A","170A",117,4,"R4","W14","R4W14",2,"B","R4W14_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",6,1
"528","06_29_22","06_30_22",170,"A","170A",117,4,"R4","W14","R4W14",2,"B","R4W14_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",10,2
"529","06_29_22","07_05_22",210,"E","210E",140,10,"R4","W15","R4W15",2,"B","R4W15_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",2,1
"530","06_29_22","07_05_22",210,"E","210E",140,10,"R4","W15","R4W15",2,"B","R4W15_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",6,1
"531","06_29_22","07_05_22",210,"E","210E",140,10,"R4","W15","R4W15",2,"B","R4W15_exp2B","8_9_22","N",18,20,"S","A","N_18_20_S_A","N_18",10,2
"532","06_29_22","06_30_22",194,"D","194D",131,1,"R3","W10","R3W10",2,"B","R3W10_exp2B","8_9_22","N",18,20,"F","A","N_18_20_F_A","N_18",2,2
"533","06_29_22","06_30_22",194,"D","194D",131,1,"R3","W10","R3W10",2,"B","R3W10_exp2B","8_9_22","N",18,20,"F","A","N_18_20_F_A","N_18",6,1
"534","06_29_22","06_30_22",194,"D","194D",131,1,"R3","W10","R3W10",2,"B","R3W10_exp2B","8_9_22","N",18,20,"F","A","N_18_20_F_A","N_18",10,2
"535","06_29_22","07_05_22",208,"H","208H",139,8,"R4","W20","R4W20",2,"B","R4W20_exp2B","8_9_22","N",18,20,"S","S","N_18_20_S_S","N_18",2,2
"536","06_29_22","07_05_22",208,"H","208H",139,8,"R4","W20","R4W20",2,"B","R4W20_exp2B","8_9_22","N",18,20,"S","S","N_18_20_S_S","N_18",6,1
"537","06_29_22","07_05_22",208,"H","208H",139,8,"R4","W20","R4W20",2,"B","R4W20_exp2B","8_9_22","N",18,20,"S","S","N_18_20_S_S","N_18",10,2
"538","08_01_22","08_03_22",242,"AD","242AD",166,11,"W15","O69","W15O69",3,"B","W15O69_exp3B","08_25_22","N",18,30,"F","A","N_18_30_F_A","N_18",2,2
"539","08_01_22","08_03_22",242,"AD","242AD",166,11,"W15","O69","W15O69",3,"B","W15O69_exp3B","08_25_22","N",18,30,"F","A","N_18_30_F_A","N_18",6,1
"540","08_01_22","08_03_22",242,"AD","242AD",166,11,"W15","O69","W15O69",3,"B","W15O69_exp3B","08_25_22","N",18,30,"F","A","N_18_30_F_A","N_18",10,2
"541","08_01_22","8_05_22",246,"E","246E",169,12,"W15","O71","W15O71",3,"B","W15O71_exp3B","08_25_22","N",18,30,"F","S","N_18_30_F_S","N_18",2,1
"542","08_01_22","8_05_22",246,"E","246E",169,12,"W15","O71","W15O71",3,"B","W15O71_exp3B","08_25_22","N",18,30,"F","S","N_18_30_F_S","N_18",6,1
"543","08_01_22","8_05_22",246,"E","246E",169,12,"W15","O71","W15O71",3,"B","W15O71_exp3B","08_25_22","N",18,30,"F","S","N_18_30_F_S","N_18",10,2
