date_coll,date_frag,col_num,frag_letter,col_frag_num,tile_num,tile_position,exp_num,stand_beetag,peg_beetag,exp_1_beetag,exp_1_subrun,beetag_exprun,exp_startdate,treat_ID,N_species,N_dose,temp,food,sym_state,N_species_dose,survival_day1,survival_day2,survival_day3,survival_day4,survival_day5,survival_day6,survival_day7,survival_day8,survival_day9,survival_day10,survival_day11,survival_day12
06_22_22,06_25_22,164,G,164G,112,3,1,B29,G64,B29G64,B,B29G64_exp1B,7_17_22,N_0_30_F_A,N,0,30,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,F,198F,133,14,2,B29,G64,B29G64,A,B29G64_exp2A,,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,,237,A,237A,154,3,3,B29,G64,B29G64,A,B29G64_exp3A,08_21_22,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,G,170G,117,10,1,B29,G65,B29G65,B,B29G65_exp1B,7_17_22,N_0_30_F_A,N,0,30,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,221,B,221B,145,1,2,B29,G65,B29G65,A,B29G65_exp2A,,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AN,237AN,156,10,3,B29,G65,B29G65,A,B29G65_exp3A,08_21_22,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,183,E,183E,125,10,1,B29,G67,B29G67,B,B29G67_exp1B,7_17_22,N_0_30_F_A,N,0,30,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,K,233K,151,15,2,B29,G67,B29G67,A,B29G67_exp2A,,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,238,E,238E,158,15,3,B29,G67,B29G67,A,B29G67_exp3A,08_21_22,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,161,C,161C,110,10,1,B29,G70,B29G70,B,B29G70_exp1B,7_17_22,N_0_30_F_S,N,0,30,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,205,C,205C,136,7,2,B29,G70,B29G70,A,B29G70_exp2A,,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,L,240L,162,6,3,B29,G70,B29G70,A,B29G70_exp3A,08_21_22,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,U,171U,119,10,1,B29,G71,B29G71,B,B29G71_exp1B,7_17_22,N_0_30_F_S,N,0,30,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,222,F,222F,145,8,2,B29,G71,B29G71,A,B29G71_exp2A,,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,241,X,241X,164,10,3,B29,G71,B29G71,A,B29G71_exp3A,08_21_22,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,162,F,162F,111,2,1,B30,G72,B30G72,A,B30G72_exp1A,7_15_22,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,215,C,215C,143,3,2,B30,G72,B30G72,B,B30G72_exp2B,,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,151,G,151G,102,13,1,B30,G73,B30G73,A,B30G73_exp1A,7_15_22,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,G,171G,118,12,2,B30,G73,B30G73,B,B30G73_exp2B,,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,A,152A,103,2,1,B30,G74,B30G74,A,B30G74_exp1A,7_15_22,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,Q,196Q,132,10,2,B30,G74,B30G74,B,B30G74_exp2B,,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,154,F,154F,106,1,1,B30,G75,B30G75,A,B30G75_exp1A,7_15_22,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,217,C,217C,143,10,2,B30,G75,B30G75,B,B30G75_exp2B,,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,U,157U,108,5,1,B30,G76,B30G76,A,B30G76_exp1A,7_15_22,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,J,233J,151,14,2,B30,G76,B30G76,B,B30G76_exp2B,,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,160,G,160G,110,5,1,B31,G77,B31G77,A,B31G77_exp1A,7_15_22,A_0_30_F_A,A,0,30,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,Z,167Z,115,1,2,B31,G77,B31G77,B,B31G77_exp2B,,N_0_30_F_A,N,0,30,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,I,144I,99,1,1,B31,G78,B31G78,A,B31G78_exp1A,7_15_22,A_0_30_F_A,A,0,30,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,195,B,195B,131,5,2,B31,G78,B31G78,B,B31G78_exp2B,,N_0_30_F_A,N,0,30,F,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,B,144B,98,10,1,B31,G79,B31G79,A,B31G79_exp1A,7_15_22,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,174,F,174F,121,6,2,B31,G79,B31G79,B,B31G79_exp2B,,N_0_30_F_S,N,0,30,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,L,152L,103,13,1,B31,G80,B31G80,A,B31G80_exp1A,7_15_22,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,206,C,206C,136,15,2,B31,G80,B31G80,B,B31G80_exp2B,,N_0_30_F_S,N,0,30,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,155,J,155J,106,13,1,B31,G82,B31G82,A,B31G82_exp1A,7_15_22,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,223,H,223H,146,2,2,B31,G82,B31G82,B,B31G82_exp2B,,N_0_30_F_S,N,0,30,F,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,166,L,166L,113,6,1,B32,G83,B32G83,B,B32G83_exp1B,7_17_22,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,B,170B,117,5,2,B32,G83,B32G83,B,B32G83_exp2B,,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,L,171L,119,1,1,B32,G84,B32G84,B,B32G84_exp1B,7_17_22,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,211,B,211B,140,16,2,B32,G84,B32G84,B,B32G84_exp2B,,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,F,184F,126,4,1,B32,G85,B32G85,B,B32G85_exp1B,7_17_22,N_0_30_S_A,N,0,30,S,A,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,188,D,188D,129,4,2,B32,G85,B32G85,B,B32G85_exp2B,,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,164,E,164E,112,1,1,B32,G87,B32G87,B,B32G87_exp1B,7_17_22,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,208,I,208I,139,9,2,B32,G87,B32G87,B,B32G87_exp2B,,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,172,H,172H,120,7,1,B32,G88,B32G88,B,B32G88_exp1B,7_17_22,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,225,H,225H,147,3,2,B32,G88,B32G88,B,B32G88_exp2B,,N_0_30_S_S,N,0,30,S,S,N_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,155,I,155I,106,12,1,B33,G90,B33G90,A,B33G90_exp1A,7_15_22,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,N,170N,118,1,2,B33,G90,B33G90,B,B33G90_exp2B,,A_0_30_F_A,A,0,30,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,154,D,154D,105,15,1,B33,G92,B33G92,A,B33G92_exp1A,7_15_22,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,213,C,213C,142,2,2,B33,G92,B33G92,B,B33G92_exp2B,,A_0_30_F_A,A,0,30,F,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,M,144M,99,5,1,B33,G93,B33G93,A,B33G93_exp1A,7_15_22,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,D,196D,131,13,2,B33,G93,B33G93,B,B33G93_exp2B,,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,G,153G,104,11,1,B33,G94,B33G94,A,B33G94_exp1A,7_15_22,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,211,H,211H,141,6,2,B33,G94,B33G94,B,B33G94_exp2B,,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,I,157I,107,9,1,B33,G95,B33G95,A,B33G95_exp1A,7_15_22,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,226,I,226I,148,2,2,B33,G95,B33G95,B,B33G95_exp2B,,A_0_30_F_S,A,0,30,F,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,146,D,146D,100,4,1,B34,G100,B34G100,A,B34G100_exp1A,7_15_22,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,224,D,224D,146,9,2,B34,G100,B34G100,B,B34G100_exp2B,,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,G,144G,98,15,1,B34,G3106,B34G3106,A,B34G3106_exp1A,7_15_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,198,M,198M,134,5,2,B34,G3106,B34G3106,B,B34G3106_exp2B,,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,C,153C,104,7,1,B34,G3310,B34G3310,A,B34G3310_exp1A,7_15_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,217,G,217G,143,14,2,B34,G3310,B34G3310,B,B34G3310_exp2B,,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,E,157E,107,5,1,B34,G3409,B34G3409,A,B34G3409_exp1A,7_15_22,A_0_20_S_S,A,0,20,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,233,R,233R,152,6,2,B34,G3409,B34G3409,B,B34G3409_exp2B,,A_0_30_S_S,A,0,30,S,S,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,162,B,162B,110,14,1,B34,G97,B34G97,A,B34G97_exp1A,7_15_22,A_0_20_S_A,A,0,20,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,178,G,178G,123,4,2,B34,G97,B34G97,B,B34G97_exp2B,,A_0_30_S_A,A,0,30,S,A,A_0,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,K,170K,117,14,1,G23,Y1819,G23Y1819,B,G23Y1819_exp1B,7_17_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,199,B,199B,134,8,2,G23,Y1819,G23Y1819,A,G23Y1819_exp2A,,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,223,B,223B,145,12,3,G23,Y1819,G23Y1819,A,G23Y1819_exp3A,08_21_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,161,D,161D,110,11,1,G23,Y2129,G23Y2129,B,G23Y2129_exp1B,7_17_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,185,D,185D,127,3,2,G23,Y2129,G23Y2129,A,G23Y2129_exp2A,,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,AU,237AU,157,1,3,G23,Y2129,G23Y2129,A,G23Y2129_exp3A,08_21_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,183,F,183F,125,11,1,G23,Y2820,G23Y2820,B,G23Y2820_exp1B,7_17_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,226,L,226L,148,5,2,G23,Y2820,G23Y2820,A,G23Y2820_exp2A,,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,G,237G,154,9,3,G23,Y2820,G23Y2820,A,G23Y2820_exp3A,08_21_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,V,171V,119,11,1,G23,Y3130,G23Y3130,B,G23Y3130_exp1B,7_17_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,206,G,206G,137,3,2,G23,Y3130,G23Y3130,A,G23Y3130_exp2A,,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,C,239C,160,7,3,G23,Y3130,G23Y3130,A,G23Y3130_exp3A,08_21_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,165,B,165B,112,5,1,G23,Y5017,G23Y5017,B,G23Y5017_exp1B,7_17_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,174,C,174C,121,3,2,G23,Y5017,G23Y5017,A,G23Y5017_exp2A,,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,240,Q,240Q,162,11,3,G23,Y5017,G23Y5017,A,G23Y5017_exp3A,08_21_22,N_1.5_20_F_S,N,1.5,20,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,166,M,166M,113,7,1,G24,Y40,G24Y40,B,G24Y40_exp1B,7_17_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,187,C,187C,128,8,2,G24,Y40,G24Y40,A,G24Y40_exp2A,,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,227,G,227G,148,15,3,G24,Y40,G24Y40,A,G24Y40_exp3A,08_21_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,R,171R,119,7,1,G24,Y41,G24Y41,B,G24Y41_exp1B,7_17_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,203,B,203B,136,1,2,G24,Y41,G24Y41,A,G24Y41_exp2A,,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,P,237P,155,2,3,G24,Y41,G24Y41,A,G24Y41_exp3A,08_21_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,G,184G,126,5,1,G24,Y42,G24Y42,B,G24Y42_exp1B,7_17_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,228,H,228H,149,7,2,G24,Y42,G24Y42,A,G24Y42_exp2A,,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_02_22,237,BC,237BC,157,9,3,G24,Y42,G24Y42,A,G24Y42_exp3A,08_21_22,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,165,A,165A,112,4,1,G24,Y43,G24Y43,B,G24Y43_exp1B,7_17_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,186,H,186H,128,2,2,G24,Y43,G24Y43,A,G24Y43_exp2A,,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
08_01_22,08_03_22,239,M,239M,161,1,3,G24,Y43,G24Y43,A,G24Y43_exp3A,08_21_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,173,A,173A,120,10,1,G24,Y44,G24Y44,B,G24Y44_exp1B,7_17_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,208,C,208C,139,3,2,G24,Y44,G24Y44,A,G24Y44_exp2A,,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,230,F,230F,150,5,3,G24,Y44,G24Y44,A,G24Y44_exp3A,08_21_22,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,162,G,162G,111,3,1,G25,Y45,G25Y45,A,G25Y45_exp1A,7_15_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,AI,157AI,109,3,2,G25,Y45,G25Y45,B,G25Y45_exp2B,,N_1.5_20_F_A,N,1.5,20,F,A,N_15,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,151,H,151H,102,14,1,G25,Y46,G25Y46,A,G25Y46_exp1A,7_15_22,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,184,J,184J,126,8,2,G25,Y46,G25Y46,B,G25Y46_exp2B,,N_1.5_20_F_A,N,1.5,20,F,A,N_15,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,152,E,152E,103,6,1,G25,Y47,G25Y47,A,G25Y47_exp1A,7_15_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,171,B,171B,118,7,2,G25,Y47,G25Y47,B,G25Y47_exp2B,,N_1.5_20_F_S,N,1.5,20,F,S,N_15,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,155,A,155A,106,4,1,G25,Y48,G25Y48,A,G25Y48_exp1A,7_15_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,205,E,205E,136,9,2,G25,Y48,G25Y48,B,G25Y48_exp2B,,N_1.5_20_F_S,N,1.5,20,F,S,N_15,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,AE,157AE,108,15,1,G25,Y49,G25Y49,A,G25Y49_exp1A,7_15_22,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,223,E,223E,145,15,2,G25,Y49,G25Y49,B,G25Y49_exp2B,,N_1.5_20_F_S,N,1.5,20,F,S,N_15,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,167,AA,167AA,115,2,2,G26,Y50,G26Y50,B,G26Y50_exp2B,,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,196,I,196I,132,2,2,G26,Y51,G26Y51,B,G26Y51_exp2B,,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,175,C,175C,121,13,2,G26,Y52,G26Y52,B,G26Y52_exp2B,,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,206,H,206H,137,4,2,G26,Y53,G26Y53,B,G26Y53_exp2B,,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,223,I,223I,146,3,2,G26,Y54,G26Y54,B,G26Y54_exp2B,,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_25_22,162,C,162C,110,15,1,G27,Y55,G27Y55,A,G27Y55_exp1A,7_15_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,169,L,169L,116,16,2,G27,Y55,G27Y55,B,G27Y55_exp2B,,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,146,F,146F,100,6,1,G27,Y56,G27Y56,A,G27Y56_exp1A,7_15_22,A_5_20_S_A,A,5,20,S,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_01_22,206,F,206F,137,2,2,G27,Y56,G27Y56,B,G27Y56_exp2B,,N_1.5_20_S_A,N,1.5,20,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,144,H,144H,98,16,1,G27,Y57,G27Y57,A,G27Y57_exp1A,7_15_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,185,I,185I,127,8,2,G27,Y57,G27Y57,B,G27Y57_exp2B,,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,D,153D,104,8,1,G27,Y58,G27Y58,A,G27Y58_exp1A,7_15_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,208,B,208B,139,2,2,G27,Y58,G27Y58,B,G27Y58_exp2B,,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,157,F,157F,107,6,1,G27,Y59,G27Y59,A,G27Y59_exp1A,7_15_22,A_5_20_S_S,A,5,20,S,S,A_5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,225,C,225C,146,14,2,G27,Y59,G27Y59,B,G27Y59_exp2B,,N_1.5_20_S_S,N,1.5,20,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,168,H,168H,115,10,1,G28,Y62,G28Y62,A,G28Y62_exp1A,7_15_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,C,170C,117,6,2,G28,Y62,G28Y62,B,G28Y62_exp2B,,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,150,F,150F,101,11,1,G28,Y63,G28Y63,A,G28Y63_exp1A,7_15_22,N_1.5_30_F_A,N,1.5,30,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,212,B,212B,141,10,2,G28,Y63,G28Y63,B,G28Y63_exp2B,,N_1.5_30_S_A,N,1.5,30,S,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_23_22,142,I,142I,97,9,1,G28,Y64,G28Y64,A,G28Y64_exp1A,7_15_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,188,E,188E,129,5,2,G28,Y64,G28Y64,B,G28Y64_exp2B,,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,148,A,148A,100,14,1,G28,Y65,G28Y65,A,G28Y65_exp1A,7_15_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_05_22,208,K,208K,139,11,2,G28,Y65,G28Y65,B,G28Y65_exp2B,,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_22_22,06_24_22,153,R,153R,105,6,1,G28,Y67,G28Y67,A,G28Y67_exp1A,7_15_22,N_1.5_30_F_S,N,1.5,30,F,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,07_07_22,225,N,225N,147,9,2,G28,Y67,G28Y67,B,G28Y67_exp2B,,N_1.5_30_S_S,N,1.5,30,S,S,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,168,D,168D,115,6,1,G29,Y70,G29Y70,A,G29Y70_exp1A,7_15_22,N_1.5_20_F_A,N,1.5,20,F,A,N_1.5,0,0,0,0,0,0,0,0,0,0,0,0
06_29_22,06_30_22,170,O,170O,118,2,2,G29,Y70,G29Y70,B,G29Y70_exp2B,,A_5_30_F_A,A,5,30,F,A,A_5,0,0,0,0,0,0,0,0,0,0,0,0
