num,date,exp_num,exp_subrun,resp_run,e_coli_plate,vial_ID,vial_id_copy_pasted,resp_rate,resp_rate_SA_corr,abs_resp_rate_SA_corr,treat_ID_full,treat_ID_collapsed_controls,food_sym_state,N_species_dose,N_species,control_or_nutrient,N_dose,temp,food,sym_state,beetag,exp_run_full,beetag_exprun,col_num,jar_unique_ID,broken_or_damaged
10,09_05_22,3,B,3,1,B3,B3,-0.00425,-0.13710276,0.13710276,A_10_20_F_S,A_10_20_F_S,F_S,A_10,A,Ammonium,10,20,F,S,O21W43,3B,O21W43_exp3B,243,171,0
11,7_26_22,1,A,3,0,C3,C3,-0.00501,-0.137531772,0.137531772,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R8W40,1A,R8W40_exp1A,154,24,0
11,7_26_22,1,A,3,1,C3,C3,-0.00709,-0.150336838,0.150336838,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R8W41,1A,R8W41_exp1A,154,24,0
11,7_26_22,1,B,3,0,C3,C3,-0.00304,-0.071571663,0.071571663,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R14W71,1B,R14W71_exp1B,180,52,0
11,7_26_22,1,B,3,1,C3,C3,-0.00451,-0.117113322,0.117113322,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R14W72,1B,R14W72_exp1B,187,52,0
11,08_15_22,2,A,3,1,C3,C3,-0.00414,-0.112870716,0.112870716,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W64,2A,R13W64_exp2A,233,84,0
11,08_20_22,2,B,3,1,C3,C3,-0.00352,-0.143895625,0.143895625,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R6W29,2B,R6W29_exp2B,224,118,0
11,09_01_22,3,A,3,0,C3,C3,-0.082203887,-0.082203887,0.082203887,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W63,3A,R13W63_exp3A,237,148,0
11,09_01_22,3,A,3,0,D3,D3,NA,-0.102047191,0.102047191,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,R13W64,3A,R13W64_exp3A,238,148,0
11,09_05_22,3,B,3,0,C3,C3,-0.00237,-0.082335983,0.082335983,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,O22W44,3B,O22W44_exp3B,242,172,0
11,09_05_22,3,B,3,1,C3,C3,-0.00552,-0.179467736,0.179467736,A_10_20_S_A,A_10_20_S_A,S_A,A_10,A,Ammonium,10,20,S,A,O22W45,3B,O22W45_exp3B,250,172,0
12,7_26_22,1,A,3,0,D3,D3,-0.0073,-0.124644067,0.124644067,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R8W42,1A,R8W42_exp1A,144,24,0
12,7_26_22,1,A,3,1,D3,D3,-0.00696,-0.201623781,0.201623781,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R8W43,1A,R8W43_exp1A,153,24,0
12,7_26_22,1,B,3,0,D3,D3,-0.00391,-0.132756195,0.132756195,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R14W73,1B,R14W73_exp1B,167,52,0
12,7_26_22,1,B,3,1,D3,D3,-0.00497,-0.110647829,0.110647829,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R14W74,1B,R14W74_exp1B,182,52,0
12,08_15_22,2,A,3,0,D3,D3,-0.00314,-0.117959849,0.117959849,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W65,2A,R13W65_exp2A,205,84,0
12,08_15_22,2,A,3,1,D3,D3,-0.00407,-0.079533301,0.079533301,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W67,2A,R13W67_exp2A,222,84,0
12,08_20_22,2,B,3,0,D3,D3,-0.00512,-0.12521427,0.12521427,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R6W31,2B,R6W31_exp2B,217,118,0
12,08_20_22,2,B,3,1,D3,D3,-0.00614,-0.157000526,0.157000526,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R6W32,2B,R6W32_exp2B,233,118,0
12,09_01_22,3,A,3,1,C3,C3,-0.01033,-0.073818146,0.073818146,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W65,3A,R13W65_exp3A,238,148,0
12,09_01_22,3,A,3,1,D3,D3,-0.0068,-0.091152409,0.091152409,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,R13W67,3A,R13W67_exp3A,241,148,0
12,09_05_22,3,B,3,0,D3,D3,-0.00528,-0.109877326,0.109877326,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,O22W46,3B,O22W46_exp3B,249,172,0
12,09_05_22,3,B,3,1,D3,D3,-0.00343,-0.106349656,0.106349656,A_10_20_S_S,A_10_20_S_S,S_S,A_10,A,Ammonium,10,20,S,S,O22W47,3B,O22W47_exp3B,255,172,0
13,7_26_22,1,A,3,1,A4,A4,-0.00346,-0.1197012,0.1197012,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W56,1A,R12W56_exp1A,162,17,0
13,7_26_22,1,A,3,0,A4,A4,-0.00502,-0.055268065,0.055268065,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W57,1A,R12W57_exp1A,146,17,0
13,7_26_22,1,B,3,0,A4,A4,-0.00377,-0.093881521,0.093881521,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R1W3,1B,R1W3_exp1B,178,48,0
13,7_26_22,1,B,3,1,A4,A4,-0.00189,-0.069974251,0.069974251,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R1W5,1B,R1W5_exp1B,187,48,0
13,08_15_22,2,A,3,0,A4,A4,-0.0018,-0.038535167,0.038535167,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W82,2A,R17W82_exp2A,210,87,0
13,08_15_22,2,A,3,1,A4,A4,-0.0086,-0.089959943,0.089959943,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W83,2A,R17W83_exp2A,232,87,0
13,08_20_22,2,B,3,0,A4,A4,-0.00326,-0.079512339,0.079512339,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W56,2B,R12W56_exp2B,171,113,0
13,08_20_22,2,B,3,1,A4,A4,-5.27E-03,-0.153436797,0.153436797,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R12W57,2B,R12W57_exp2B,215,113,0
13,09_01_22,3,A,3,0,A4,A4,-0.00161,-0.034325831,0.034325831,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W80,3A,R17W80_exp3A,235,151,0
13,09_01_22,3,A,3,1,A4,A4,-0.00262,-0.080555356,0.080555356,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,R17W82,3A,R17W82_exp3A,237,151,0
13,09_05_22,3,B,3,0,A4,A4,-0.00541,-0.112705563,0.112705563,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,W17O78,3B,W17O78_exp3B,242,185,0
13,09_05_22,3,B,3,1,A4,A4,-6.90E-03,-0.071760498,0.071760498,A_10_30_F_A,A_10_30_F_A,F_A,A_10,A,Ammonium,10,30,F,A,W17O79,3B,W17O79_exp3B,247,185,0
14,7_26_22,1,A,3,1,B4,B4,-0.00516,-0.158389381,0.158389381,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W59,1A,R12W59_exp1A,153,17,0
14,7_26_22,1,A,3,0,B4,B4,-0.00868,-0.120136586,0.120136586,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W60,1A,R12W60_exp1A,157,17,0
14,7_26_22,1,B,3,0,B4,B4,-0.00315,-0.062342832,0.062342832,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R1W6,1B,R1W6_exp1B,167,48,0
14,7_26_22,1,B,3,1,B4,B4,-0.00436,-0.085761973,0.085761973,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R1W7,1B,R1W7_exp1B,182,48,0
14,08_15_22,2,A,3,0,B4,B4,-0.00376,-0.075937168,0.075937168,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W84,2A,R17W84_exp2A,200,87,0
14,08_15_22,2,A,3,1,B4,B4,-0.00544,-0.075942626,0.075942626,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W85,2A,R17W85_exp2A,222,87,0
14,08_20_22,2,B,3,0,B4,B4,-0.00395,-0.121276914,0.121276914,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W59,2B,R12W59_exp2B,217,113,0
14,08_20_22,2,B,3,1,B4,B4,-0.00943,-0.148172607,0.148172607,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R12W60,2B,R12W60_exp2B,233,113,0
14,09_01_22,3,A,3,0,B4,B4,-0.00317,-0.070073064,0.070073064,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W84,3A,R17W84_exp3A,240,151,0
14,09_01_22,3,A,3,1,B4,B4,-0.00484,-0.088750393,0.088750393,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,R17W85,3A,R17W85_exp3A,241,151,0
14,09_05_22,3,B,3,0,B4,B4,-0.0042,-0.070756361,0.070756361,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,W17O80,3B,W17O80_exp3B,248,185,0
14,09_05_22,3,B,3,1,B4,B4,-0.00814,-0.058776497,0.058776497,A_10_30_F_S,A_10_30_F_S,F_S,A_10,A,Ammonium,10,30,F,S,W17O83,3B,W17O83_exp3B,249,185,0
15,7_26_22,1,A,3,1,C4,C4,-0.00971,-0.207948106,0.207948106,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W87,1A,R20W87_exp1A,150,18,0
15,7_26_22,1,A,3,0,C4,C4,-0.00595,-0.147606728,0.147606728,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W88,1A,R20W88_exp1A,165,18,0
15,7_26_22,1,B,3,0,C4,C4,-0.00175,-0.061659438,0.061659438,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R15W75,1B,R15W75_exp1B,169,53,0
15,7_26_22,1,B,3,1,C4,C4,-0.00524,-0.124533295,0.124533295,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R15W77,1B,R15W77_exp1B,190,53,0
15,08_15_22,2,A,3,1,C4,C4,-0.00077,-0.046014825,0.046014825,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R21W94,2A,R21W94_exp2A,198,88,0
15,08_15_22,2,A,3,0,C4,C4,-0.00168,-0.050408161,0.050408161,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R21W95,2A,R21W95_exp2A,226,88,0
15,08_20_22,2,B,3,0,C4,C4,-0.00416,-0.109594191,0.109594191,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W87,2B,R20W87_exp2B,184,114,0
15,08_20_22,2,B,3,1,C4,C4,-0.00516,-0.104985586,0.104985586,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R20W88,2B,R20W88_exp2B,225,114,0
15,09_01_22,3,A,3,0,C4,C4,-0.00425,-0.11011848,0.11011848,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R21W94,3A,R21W94_exp3A,237,152,0
15,09_01_22,3,A,3,1,C4,C4,-0.00394,-0.052499874,0.052499874,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,R21W97,3A,R21W97_exp3A,238,152,0
15,09_05_22,3,B,3,0,C4,C4,-0.01002,-0.140566939,0.140566939,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,W20O84,3B,W20O84_exp3B,242,187,0
15,09_05_22,3,B,3,1,C4,C4,-0.00529,-0.087412448,0.087412448,A_10_30_S_A,A_10_30_S_A,S_A,A_10,A,Ammonium,10,30,S,A,W20O85,3B,W20O85_exp3B,251,187,0
16,7_26_22,1,A,3,0,D4,D4,-0.00284,-0.083708928,0.083708928,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W92,1A,R20W92_exp1A,153,18,0
16,7_26_22,1,A,3,1,D4,D4,-0.00698,-0.126613527,0.126613527,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W93,1A,R20W93_exp1A,157,18,0
16,7_26_22,1,B,3,0,D4,D4,-0.00309,-0.087780193,0.087780193,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R15W78,1B,R15W78_exp1B,171,53,0
16,7_26_22,1,B,3,1,D4,D4,-0.00375,-0.087273531,0.087273531,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R15W79,1B,R15W79_exp1B,185,53,0
16,08_15_22,2,A,3,0,D4,D4,-0.00199,-0.041430632,0.041430632,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W100,2A,R21W100_exp2A,206,88,0
16,08_15_22,2,A,3,1,D4,D4,-0.00327,-0.113263849,0.113263849,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W55,2A,R21W55_exp2A,233,88,0
16,08_20_22,2,B,3,0,D4,D4,-0.00431,-0.103546586,0.103546586,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W90,2B,R20W90_exp2B,200,114,0
16,08_20_22,2,B,3,1,D4,D4,-0.00314,-0.110576094,0.110576094,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R20W92,2B,R20W92_exp2B,223,114,0
16,09_01_22,3,A,3,0,D4,D4,-0.00418,-0.077776991,0.077776991,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W100,3A,R21W100_exp3A,240,152,0
16,09_01_22,3,A,3,1,D4,D4,-0.00559,-0.109642747,0.109642747,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,R21W55,3A,R21W55_exp3A,243,152,0
16,09_05_22,3,B,3,0,D4,D4,-0.00644,-0.08062195,0.08062195,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,W20O86,3B,W20O86_exp3B,245,187,0
16,09_05_22,3,B,3,1,D4,D4,-0.00408,-0.067572761,0.067572761,A_10_30_S_S,A_10_30_S_S,S_S,A_10,A,Ammonium,10,30,S,S,W20O88,3B,W20O88_exp3B,252,187,0
19,7_26_22,1,A,1,0,C5,C5,-0.00531,-0.098170838,0.098170838,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y25,1A,G36Y25_exp1A,152,15,0
19,7_26_22,1,B,1,0,C5,C5,-0.00276,-0.064424359,0.064424359,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G35Y12,1B,G35Y12_exp1B,167,46,0
20,7_26_22,1,B,1,1,D5,D5,-0.00174,-0.051365621,0.051365621,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G35Y14,1B,G35Y14_exp1B,178,46,0
19,08_15_22,2,A,1,0,C5,C5,-0.01564,-0.091867015,0.091867015,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y76,2A,G30Y76_exp2A,209,75,0
20,08_15_22,2,A,1,1,D5,D5,-0.00481,-0.047011818,0.047011818,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y77,2A,G30Y77_exp2A,232,75,0
19,08_20_22,2,B,1,0,C5,C5,-0.00396,-0.10152209,0.10152209,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y22,2B,G36Y22_exp2B,170,111,0
20,08_20_22,2,B,1,1,D5,D5,-0.00557,-0.074558675,0.074558675,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G36Y25,2B,G36Y25_exp2B,212,111,0
19,09_01_22,3,A,1,0,C5,C5,-0.00537,-0.113755355,0.113755355,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y76,3A,G30Y76_exp3A,237,139,0
20,09_01_22,3,A,1,1,D5,D5,-0.00652,-0.07508408,0.07508408,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,G30Y77,3A,G30Y77_exp3A,237,139,0
19,09_05_22,3,B,1,0,C5,C5,-0.00347,-0.077685347,0.077685347,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,O10G14,3B,O10G14_exp3B,242,162,0
20,09_05_22,3,B,1,1,D5,D5,-0.00403,-0.050414523,0.050414523,A_5_20_F_A,A_5_20_F_A,F_A,A_5,A,Ammonium,5,20,F,A,O10G15,3B,O10G15_exp3B,244,162,0
20,7_26_22,1,A,1,0,D5,D5,-0.0038,-0.065268728,0.065268728,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y27,1A,G36Y27_exp1A,151,15,0
21,7_26_22,1,A,1,1,A6,A6,-0.0028,-0.051504402,0.051504402,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y28,1A,G36Y28_exp1A,155,15,0
20,7_26_22,1,B,1,0,D5,D5,-0.00238,-0.049490708,0.049490708,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G35Y23,1B,G35Y23_exp1B,166,46,0
21,7_26_22,1,B,1,1,A6,A6,-0.00376,-0.072101057,0.072101057,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G35Y24,1B,G35Y24_exp1B,173,46,0
21,08_15_22,2,A,1,1,A6,A6,-0.00332,-0.124287558,0.124287558,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y78,2A,G30Y78_exp2A,198,75,0
20,08_15_22,2,A,1,0,D5,D5,-0.00885,-0.115699124,0.115699124,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y79,2A,G30Y79_exp2A,220,75,0
20,08_20_22,2,B,1,0,D5,D5,-0.00422,-0.059562156,0.059562156,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y26,2B,G36Y26_exp2B,191,111,0
21,08_20_22,2,B,1,1,A6,A6,-0.00561,-0.120301961,0.120301961,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G36Y28,2B,G36Y28_exp2B,171,111,0
20,09_01_22,3,A,1,0,D5,D5,-0.00765,-0.188524588,0.188524588,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y78,3A,G30Y78_exp3A,239,139,0
21,09_01_22,3,A,1,1,A6,A6,-0.00658,-0.081256991,0.081256991,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,G30Y79,3A,G30Y79_exp3A,241,139,0
20,09_05_22,3,B,1,0,D5,D5,-0.00555,-0.113529348,0.113529348,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,O10G17,3B,O10G17_exp3B,248,162,0
21,09_05_22,3,B,1,1,A6,A6,-0.00477,-0.058091086,0.058091086,A_5_20_F_S,A_5_20_F_S,F_S,A_5,A,Ammonium,5,20,F,S,O10G21,3B,O10G21_exp3B,243,162,0
22,7_26_22,1,A,1,1,B6,B6,-0.00264,-0.118819361,0.118819361,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G27Y55,1A,G27Y55_exp1A,162,10,0
21,7_26_22,1,A,1,0,A6,A6,-0.00562,-0.086572476,0.086572476,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G27Y56,1A,G27Y56_exp1A,146,10,0
21,7_26_22,1,B,1,0,A6,A6,-0.00208,-0.038047354,0.038047354,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G38Y34,1B,G38Y34_exp1B,168,47,0
22,7_26_22,1,B,1,1,B6,B6,-0.00257,-0.07946249,0.07946249,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G38Y36,1B,G38Y36_exp1B,187,47,0
21,08_15_22,2,A,1,0,A6,A6,-0.00651,-0.247304439,0.247304439,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y87,2A,G32Y87_exp2A,197,76,0
22,08_15_22,2,A,1,1,B6,B6,-0.00476,-0.101862281,0.101862281,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y88,2A,G32Y88_exp2A,218,76,0
21,08_20_22,2,B,1,0,A6,A6,-0.00376,-0.052814245,0.052814245,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G37Y29,2B,G37Y29_exp2B,171,112,0
22,08_20_22,2,B,1,1,B6,B6,-0.00505,-0.089939198,0.089939198,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G37Y30,2B,G37Y30_exp2B,216,112,0
21,09_01_22,3,A,1,0,A6,A6,-0.00382,-0.053920334,0.053920334,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y87,3A,G32Y87_exp3A,236,140,0
22,09_01_22,3,A,1,1,B6,B6,-0.00545,-0.102518569,0.102518569,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,G32Y88,3A,G32Y88_exp3A,237,140,0
21,09_05_22,3,B,1,0,A6,A6,-0.0037,-0.131176385,0.131176385,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,O11G22,3B,O11G22_exp3B,242,163,0
22,09_05_22,3,B,1,1,B6,B6,-0.00364,-0.101995393,0.101995393,A_5_20_S_A,A_5_20_S_A,S_A,A_5,A,Ammonium,5,20,S,A,O11G23,3B,O11G23_exp3B,247,163,0
22,7_26_22,1,A,1,0,B6,B6,-0.00334,-0.092086202,0.092086202,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G27Y57,1A,G27Y57_exp1A,144,10,0
23,7_26_22,1,A,1,1,C6,C6,-0.00559,-0.088101673,0.088101673,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G27Y59,1A,G27Y59_exp1A,157,10,0
22,7_26_22,1,B,1,0,B6,B6,-0.00375,-0.0942092,0.0942092,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G38Y37,1B,G38Y37_exp1B,167,47,0
23,7_26_22,1,B,1,1,C6,C6,-0.00407,-0.064998533,0.064998533,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G38Y38,1B,G38Y38_exp1B,182,47,0
22,08_15_22,2,A,1,0,B6,B6,-0.00375,-0.082265278,0.082265278,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y92,2A,G32Y92_exp2A,201,76,0
23,08_15_22,2,A,1,1,C6,C6,-0.01194,-0.098164151,0.098164151,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y93,2A,G32Y93_exp2A,222,76,0
22,08_20_22,2,B,1,0,B6,B6,-0.00236,-0.103860755,0.103860755,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G37Y32,2B,G37Y32_exp2B,217,112,0
23,08_20_22,2,B,1,1,C6,C6,-0.00722,-0.105679478,0.105679478,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G37Y33,2B,G37Y33_exp2B,233,112,0
22,09_01_22,3,A,1,0,B6,B6,-0.00526,-0.064168411,0.064168411,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y92,3A,G32Y92_exp3A,240,140,0
23,09_01_22,3,A,1,1,C6,C6,-0.01322,-0.067553006,0.067553006,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,G32Y93,3A,G32Y93_exp3A,241,140,0
22,09_05_22,3,B,1,0,B6,B6,-0.0037,-0.06211029,0.06211029,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,O11G24,3B,O11G24_exp3B,248,163,0
23,09_05_22,3,B,1,1,C6,C6,-0.00485,-0.137772315,0.137772315,A_5_20_S_S,A_5_20_S_S,S_S,A_5,A,Ammonium,5,20,S,S,O11G25,3B,O11G25_exp3B,254,163,0
24,7_26_22,1,A,1,1,D6,D6,NA,-0.059277214,0.059277214,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G32Y87,1A,G32Y87_exp1A,160,14,0
23,7_26_22,1,A,1,0,C6,C6,-0.00504,-0.054986563,0.054986563,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G32Y88,1A,G32Y88_exp1A,145,14,0
23,7_26_22,1,B,1,0,C6,C6,-0.00347,-0.047048562,0.047048562,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G33Y94,1B,G33Y94_exp1B,167,44,0
24,7_26_22,1,B,1,1,D6,D6,-0.00327,-0.129643105,0.129643105,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G33Y95,1B,G33Y95_exp1B,178,44,0
23,08_15_22,2,A,1,0,C6,C6,-0.00525,-0.073635237,0.073635237,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G35Y14,2A,G35Y14_exp2A,210,79,0
24,08_15_22,2,A,1,1,D6,D6,-0.00342,-0.037576644,0.037576644,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G35Y21,2A,G35Y21_exp2A,232,79,0
23,08_20_22,2,B,1,0,C6,C6,-0.00551,-0.047174971,0.047174971,A_5_30_F_A,A_5_30_F_A,F_A,A_5,A,Ammonium,5,30,F,A,G29Y70,2B,G29Y70_exp2B,170,109,0
